gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,acctchg,acctstd,acqmeth,adrr,ajex,ajp,bspr,compst,curcd,curncd,currtr,curuscn,final,fyr,ismod,ltcm,ogm,pddur,scf,src,stalt,udpl,upd,apdedate,fdate,pdate,acchg,acco,accrt,acdo,aco,acodo,acominc,acox,acoxar,acqao,acqcshi,acqgdwl,acqic,acqintan,acqinvt,acqlntal,acqniintc,acqppe,acqsc,act,adpac,aedi,afudcc,afudci,aldo,am,amc,amdc,amgw,ano,ao,aocidergl,aociother,aocipen,aocisecgl,aodo,aol2,aoloch,aox,ap,apalch,apb,apc,apofs,aqa,aqc,aqd,aqeps,aqi,aqp,aqpl1,aqs,arb,arc,arce,arced,arceeps,artfs,at,aul3,autxr,balr,banlr,bast,bastr,batr,bcef,bclr,bcltbl,bcnlr,bcrbl,bct,bctbl,bctr,billexce,bkvlps,bltbl,ca,capr1,capr2,capr3,caps,capsft,capx,capxv,cb,cbi,cdpac,cdvc,ceiexbill,ceq,ceql,ceqt,cfbd,cfere,cfo,cfpdo,cga,cgri,cgti,cgui,ch,che,chech,chs,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cld2,cld3,cld4,cld5,clfc,clfx,clg,clis,cll,cllc,clo,clrll,clt,cmp,cnltbl,cogs,cpcbl,cpdoi,cpnli,cppbl,cprei,crv,crvnli,cshfd,cshi,csho,cshpri,cshr,cshrc,cshrp,cshrso,cshrt,cshrw,cstk,cstkcv,cstke,dbi,dc,dclo,dcom,dcpstk,dcs,dcvsr,dcvsub,dcvt,dd,dd1,dd2,dd3,dd4,dd5,depc,derac,deralt,derhedgl,derlc,derllt,dfpac,dfs,dfxa,diladj,dilavx,dlc,dlcch,dltis,dlto,dltp,dltr,dltsub,dltt,dm,dn,do,donr,dp,dpacb,dpacc,dpacli,dpacls,dpacme,dpacnr,dpaco,dpacre,dpact,dpc,dpdc,dpltb,dpret,dpsc,dpstb,dptb,dptc,dptic,dpvieb,dpvio,dpvir,drc,drci,drlt,ds,dt,dtea,dted,dteeps,dtep,dudd,dv,dvc,dvdnp,dvintf,dvp,dvpa,dvpd,dvpdp,dvpibb,dvrpiv,dvrre,dvsco,dvt,dxd2,dxd3,dxd4,dxd5,ea,ebit,ebitda,eiea,emol,emp,epsfi,epsfx,epspi,epspx,esopct,esopdlt,esopnr,esopr,esopt,esub,esubc,excadj,exre,fatb,fatc,fatd,fate,fatl,fatn,fato,fatp,fca,fdfr,fea,fel,ffo,ffs,fiao,finaco,finao,fincf,finch,findlc,findlt,finivst,finlco,finlto,finnp,finrecc,finreclt,finrev,finxint,finxopr,fopo,fopox,fopt,fsrco,fsrct,fuseo,fuset,gbbl,gdwl,gdwlam,gdwlia,gdwlid,gdwlieps,gdwlip,geqrv,gla,glcea,glced,glceeps,glcep,gld,gleps,gliv,glp,govgr,govtown,gp,gphbl,gplbl,gpobl,gprbl,gptbl,gwo,hedgegl,iaeq,iaeqci,iaeqmi,iafici,iafxi,iafxmi,iali,ialoi,ialti,iamli,iaoi,iapli,iarei,iasci,iasmi,iassi,iasti,iatci,iati,iatmi,iaui,ib,ibadj,ibbl,ibc,ibcom,ibki,ibmii,icapt,idiis,idilb,idilc,idis,idist,idit,idits,iire,initb,intan,intano,intc,intpn,invch,invfg,invo,invofs,invreh,invrei,invres,invrm,invt,invwip,iobd,ioi,iore,ip,ipabl,ipc,iphbl,iplbl,ipobl,iptbl,ipti,ipv,irei,irent,irii,irli,irnli,irsi,iseq,iseqc,iseqm,isfi,isfxc,isfxm,isgr,isgt,isgu,islg,islgc,islgm,islt,isng,isngc,isngm,isotc,isoth,isotm,issc,issm,issu,ist,istc,istm,isut,itcb,itcc,itci,ivaco,ivaeq,ivao,ivch,ivgod,ivi,ivncf,ivpt,ivst,ivstch,lcabg,lcacl,lcacr,lcag,lcal,lcalt,lcam,lcao,lcast,lcat,lco,lcox,lcoxar,lcoxdr,lct,lcuacu,li,lif,lifr,lifrp,lloml,lloo,llot,llrci,llrcr,llwoci,llwocr,lno,lo,lol2,loxdr,lqpl1,lrv,ls,lse,lst,lt,lul3,mib,mibn,mibt,mii,mrc1,mrc2,mrc3,mrc4,mrc5,mrct,mrcta,msa,msvrv,mtl,nat,nco,nfsr,ni,niadj,nieci,niint,niintpfc,niintpfp,niit,nim,nio,nipfc,nipfp,nit,nits,nopi,nopio,np,npanl,npaore,nparl,npat,nrtxt,nrtxtd,nrtxteps,oancf,ob,oiadp,oibdp,opeps,opili,opincar,opini,opioi,opiri,opiti,oprepsx,optca,optdr,optex,optexd,optfvgr,optgr,optlife,optosby,optosey,optprcby,optprcca,optprcex,optprcey,optprcgr,optprcwa,optrfr,optvol,palr,panlr,patr,pcl,pclr,pcnlr,pctr,pdvc,pi,pidom,pifo,pll,pltbl,pnca,pncad,pncaeps,pncia,pncid,pncieps,pncip,pncwia,pncwid,pncwieps,pncwip,pnlbl,pnli,pnrsho,pobl,ppcbl,ppegt,ppenb,ppenc,ppenli,ppenls,ppenme,ppennr,ppeno,ppent,ppevbb,ppeveb,ppevo,ppevr,pppabl,ppphbl,pppobl,ppptbl,prc,prca,prcad,prcaeps,prebl,pri,prodv,prsho,prstkc,prstkcc,prstkpc,prvt,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,ptbl,ptran,pvcl,pvo,pvon,pvpl,pvt,pwoi,radp,ragr,rari,rati,rca,rcd,rceps,rcl,rcp,rdip,rdipa,rdipd,rdipeps,rdp,re,rea,reajo,recch,recco,recd,rect,recta,rectr,recub,ret,reuna,reunr,revt,ris,rll,rlo,rlp,rlri,rlt,rmum,rpag,rra,rrd,rreps,rrp,rstche,rstchelt,rvbci,rvbpi,rvbti,rvdo,rvdt,rveqt,rvlrv,rvno,rvnt,rvri,rvsi,rvti,rvtxr,rvupi,rvutx,saa,sal,sale,salepfc,salepfp,sbdc,sc,sco,scstkc,secu,seq,seqo,seta,setd,seteps,setp,siv,spce,spced,spceeps,spi,spid,spieps,spioa,spiop,sppe,sppiv,spstkc,sret,srt,ssnp,sstk,stbo,stio,stkco,stkcpa,tdc,tdscd,tdsce,tdsg,tdslg,tdsmm,tdsng,tdso,tdss,tdst,teq,tf,tfva,tfvce,tfvl,tie,tii,tlcf,transa,tsa,tsafc,tso,tstk,tstkc,tstkme,tstkn,tstkp,txach,txbco,txbcof,txc,txdb,txdba,txdbca,txdbcl,txdc,txdfed,txdfo,txdi,txditc,txds,txeqa,txeqii,txfed,txfo,txndb,txndba,txndbl,txndbr,txo,txp,txpd,txr,txs,txt,txtubadjust,txtubbegin,txtubend,txtubmax,txtubmin,txtubposdec,txtubposinc,txtubpospdec,txtubpospinc,txtubsettle,txtubsoflimit,txtubtxtr,txtubxintbs,txtubxintis,txva,txw,uaoloch,uaox,uapt,ucaps,uccons,uceq,ucustad,udcopres,udd,udfcc,udmb,udolt,udpco,udpfa,udvp,ufretsd,ugi,ui,uinvt,ulcm,ulco,uniami,unl,unnp,unnpl,unopinc,unwcc,uois,uopi,uopres,updvp,upmcstk,upmpf,upmpfs,upmsubp,upstk,upstkc,upstksf,urect,urectr,urevub,uspi,ustdnc,usubdvp,usubpstk,utfdoc,utfosc,utme,utxfed,uwkcapc,uxinst,uxintd,vpac,vpo,wcap,wcapc,wcapch,wda,wdd,wdeps,wdp,xacc,xad,xago,xagt,xcom,xcomi,xdepl,xdp,xdvre,xeqo,xi,xido,xidoc,xindb,xindc,xins,xinst,xint,xintd,xintopt,xivi,xivre,xlr,xnbi,xnf,xnins,xnitb,xobd,xoi,xopr,xoprar,xoptd,xopteps,xore,xpp,xpr,xrd,xrdp,xrent,xs,xsga,xstf,xstfo,xstfws,xt,xuw,xuwli,xuwnli,xuwoi,xuwrei,xuwti,exchg,cik,costat,fic,naicsh,sich,cshtr_c,dvpsp_c,dvpsx_c,prcc_c,prch_c,prcl_c,adjex_c,cshtr_f,dvpsp_f,dvpsx_f,mkvalt,prcc_f,prch_f,prcl_f,adjex_f,rank,au,auop,auopic,ceoso,cfoso,add1,add2,add3,add4,addzip,busdesc,city,conml,county,dlrsn,ein,fax,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
11925,19851231,1985.0,INDL,C,D,STD,NE,G65431127,NOBLE CORP PLC,,DS,,,2.0,2.0,,,USD,USD,1.0,,Y,12.0,1.0,,,12.0,1.0,53.0,,,3.0,,,,,,,,1.338,,,1.338,,,,,,,,,,,,21.697,,,,,,0.0,,,,,0.077,,,,,,,,0.077,4.244,,,,,,0.0,,,0.0,,,0.0,,,,,,,201.589,,,,,,,,,,,,,,,,,10.1868,,,,,,17.284,,4.293,4.293,,,,,,114.836,114.836,114.836,,,,,,,,,,10.928,8.976,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,54.863,,,,,,,,,,11.273,,4.0,0.0,0.0,3.213,3.213,0.0,11.273,1.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,3.34,0.756,2.256,2.506,3.756,17.003,,,,,,,,,34.743,,,0.756,-0.5,25.0,0.0,25.0,43.445,,27.584,28.34,25.0,0.0,,34.743,,,,,,,,,191.024,34.743,,,,,,,,,191.024,0.0,3.344,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,,,159.625,,,,0.0,2.256,2.506,3.756,17.003,,-27.077,7.666,,,0.861,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3,,8.373,21.205,55.204,0.0,47.738,,,,,,,,,,,,,,,,,,,,16.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.531,-16.531,,-16.531,-16.531,,,142.42,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5.816,4.047,,,10.816,,,,0.0,0.0,,,,,,,,,0.635,,,,,,201.589,,86.753,,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,-16.531,-16.531,0.0,,,,,,,,,,,0.455,0.455,0.0,,,,,,,,,,-27.077,7.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.982,,,,,,,,,,,,,,,,,,,,,370.839,,,,,,,,179.815,370.665,370.839,0.0,4.119,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,86.279,,0.0,,1.047,0.151,9.431,0.0,8.384,,,86.279,,71.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.167,,,,,,,,114.836,,,,,,0.0,,,,0.0,,,,,0.626,,,,,,0.0,,,,,,,,,,,,,,,114.836,,,,,,,9.033,,,,,0.0,0.0,,0.0,0.0,,,,0.023,47.718,,,,1.461,-14.474,0.0,-14.474,47.718,0.0,,,0.023,0.0,,,,,0.0,0.0,,0.0,0.0,-14.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.881,-1.01,7.466,,,,,1.769,,,,,,,34.743,,,0.0,0.0,0.0,,,,,4.36,,,,,,,,,,,,63.501,,,,,0.0,1.069,,,,,8.638,,,,,,,,,,,11.0,1895262.0,A,GBR,213111.0,,5102000.0,0.0,0.0,2.875,4.5,2.5,2.0,5102000.0,0.0,0.0,,2.875,4.5,2.5,2.0,1.0,7.0,1.0,,,,"1 Ashley Road, 3rd Floor",,,,WA14 2DT,"Noble Corporation plc, together with its subsidiaries, operates as an offshore drilling contractor for the oil and gas industry worldwide. The company provides contract drilling services to the oil and gas industry through its fleet of mobile offshore drilling units.",Altrincham,Noble Corporation Plc,,,98-1575532,,12,1010.0,101010.0,10.0,10101010.0,B,,USA,213111.0,44 28 1276 6100,,,3.0,1381.0,395.0,935.0,D,,0.0,www.noblecorp.com,,
11925,19861231,1986.0,INDL,C,D,STD,NE,G65431127,NOBLE CORP PLC,,DS,,,2.0,2.0,,,USD,USD,1.0,,Y,12.0,1.0,,,12.0,1.0,53.0,,,3.0,,,,,,,,0.834,,,0.834,,,,,,,,,,,,12.361,,,,,,0.0,,,,,0.061,,,,,,,,0.061,1.924,,,,,,0.0,,,0.0,,,0.0,,,,,,,115.627,,,,,,,,,,,,,,,,,6.2837,,,,,,17.313,,4.271,4.271,,,,,,70.924,70.924,70.924,,,,,,,,,,7.692,-3.236,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,29.024,,,,,,,,,,11.287,11.283,3.8,0.0,0.0,3.213,3.213,0.0,11.287,1.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,3.084,0.256,2.506,3.756,19.003,0.25,,,,,,,,,28.028,,,0.256,0.5,0.0,0.0,24.5,0.256,,27.328,27.584,24.5,0.0,,28.028,,,,,,,,,207.181,28.028,,,,,,,,,207.181,0.0,11.871,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,,,191.024,,,,0.0,2.506,3.756,19.003,0.25,,-29.09,-1.062,,,0.455,-3.9,-3.9,-3.9,-3.9,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.949,,-0.818,0.485,1.285,0.0,4.527,,,,,,,,,,,,,,,,,,,,5.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.955,-43.955,,-43.955,-43.955,,,98.252,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2.542,0.855,,,4.722,,,,0.0,0.0,,,,,,,,,0.775,,,,,,115.627,,44.703,,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,-43.955,-43.955,0.0,,,,,,,,,,,1.134,1.134,0.0,,,,,,,,,,-29.09,-1.062,-1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.005,,,,,,,,,,,,,,,,,,,,,310.386,,,,,,,,103.205,370.839,310.386,0.0,64.724,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,42.324,0.0,0.0,,0.183,0.451,3.835,0.0,3.652,,,42.324,,34.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.703,,,,,,,,70.924,,,,,,0.0,,,,-51.095,,,,,1.618,,,,,,0.0,,,,,,,,,,,,,,,70.924,,,,,,,38.266,,,,,0.0,0.0,,0.0,0.0,,,,-0.834,11.878,,,,-35.84,-37.216,0.0,-37.216,11.878,0.0,,,0.008,0.0,,,,,0.0,0.0,,0.0,-0.842,-38.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.639,-0.506,-3.242,,,,,1.687,,,,,,,28.028,,,0.0,0.0,0.0,,,,,2.954,,,,,,,,,,,,35.765,,,,,0.0,-0.438,,,,,6.741,,,,,,,,,,,11.0,1895262.0,A,GBR,213111.0,,7794900.0,0.0,0.0,2.625,3.75,1.5,2.0,7794900.0,0.0,0.0,,2.625,3.75,1.5,2.0,1.0,7.0,1.0,,,,"1 Ashley Road, 3rd Floor",,,,WA14 2DT,"Noble Corporation plc, together with its subsidiaries, operates as an offshore drilling contractor for the oil and gas industry worldwide. The company provides contract drilling services to the oil and gas industry through its fleet of mobile offshore drilling units.",Altrincham,Noble Corporation Plc,,,98-1575532,,12,1010.0,101010.0,10.0,10101010.0,B,,USA,213111.0,44 28 1276 6100,,,3.0,1381.0,395.0,935.0,D,,0.0,www.noblecorp.com,,
11925,19871231,1987.0,INDL,C,D,STD,NE,G65431127,NOBLE CORP PLC,,DS,,,2.0,2.0,,,USD,USD,1.0,,Y,12.0,1.0,,,12.0,7.0,53.0,,,3.0,,,,,,,,0.968,,,0.615,,,,,,,,,,,,10.092,,,,,,0.0,,,,,0.14,,,,,,,-0.595,0.14,2.16,0.668,,,,,0.0,,,0.0,,,0.0,,,,,,,103.654,,,,,,,,,,,,,,,,,5.2056,,,,,,38.377,,7.062,7.074,,,,,,87.329,87.329,87.329,,,,,,,,,2.137,2.137,-5.555,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,24.39,,,,,,,,,,16.776,14.204,4.487,0.0,0.0,2.872,2.872,0.0,16.776,1.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,2.828,0.301,0.304,0.303,0.302,3.495,,,,,,,,,14.51,,,0.301,,3.56,0.26,0.0,25.312,,6.087,2.828,3.3,0.0,,14.51,,,,,,,,,200.268,14.51,,,,,,,,,200.268,0.0,21.423,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,,,207.181,,,,0.0,0.304,0.303,0.302,3.495,,-15.629,-1.119,,,0.555,-0.71,-0.71,-0.71,-0.71,,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,,,,-0.521,,,4.0,,,,,,,,,,,,,-6.707,,,,,,,,,,,,,,,,,,,,,,,,,,4.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.148,-10.148,,-10.148,-10.148,,,93.416,,,,,,,,,,0.0,,0.0,0.461,,,,,,,,,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,-6.454,,0.0,0.0,,,,,,,,,,,2.769,0.815,,,5.23,,,,,0.0,,,,,,,,,0.095,,,,,,103.654,,16.325,,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,-10.148,-10.148,0.0,,,,,,,,,,,-0.774,-0.774,0.0,,,,,,,,-3.101,,-15.629,-1.119,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.862,,,,,,,,,,,,,,,,,,,,,293.69,,,,,,,,93.422,310.386,293.69,0.0,23.77,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,32.176,0.0,0.0,-2.488,0.467,0.451,6.875,0.0,6.408,,,32.176,,28.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.792,,,,,,,,87.329,,,,,,0.0,,,,0.0,,,,,0.608,1.659,,,,,26.273,,,,,,,,,,,,,,,87.329,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,-0.028,4.913,,,,0.0,-6.686,0.0,-6.686,4.913,0.0,,,0.053,0.0,,,,,0.0,0.0,0.0,0.0,-0.081,-6.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.862,,,,,,,1.954,,,,,,,14.51,,,0.0,0.0,0.0,,,,,0.459,,,,,,,,,,,,29.911,,,,,0.353,-0.692,,,,,5.521,,,,,,,,,,,11.0,1895262.0,A,GBR,213111.0,1381.0,20473600.0,0.0,0.0,4.0,7.625,2.25,2.0,20473600.0,0.0,0.0,,4.0,7.625,2.25,2.0,1.0,7.0,1.0,,,,"1 Ashley Road, 3rd Floor",,,,WA14 2DT,"Noble Corporation plc, together with its subsidiaries, operates as an offshore drilling contractor for the oil and gas industry worldwide. The company provides contract drilling services to the oil and gas industry through its fleet of mobile offshore drilling units.",Altrincham,Noble Corporation Plc,,,98-1575532,,12,1010.0,101010.0,10.0,10101010.0,B,,USA,213111.0,44 28 1276 6100,,,3.0,1381.0,395.0,935.0,D,,0.0,www.noblecorp.com,,
11925,19881231,1988.0,INDL,C,D,STD,NE,G65431127,NOBLE CORP PLC,,DS,AP,,2.0,2.0,,AA,USD,USD,1.0,,Y,12.0,1.0,,,12.0,7.0,53.0,,,3.0,,,,0.0,,,,5.006,,,3.56,,,,,,,,,,,,24.531,,,,,,0.0,,,,,1.885,,,,,,,1.559,1.885,4.465,-0.005,,,,,54.919,,,-0.753,,,50.152,,,,,,,175.331,,,,,,,,,,,,,,,,,5.6266,,,,,,96.129,,5.374,69.678,,,,,,121.669,121.669,121.669,,,,,,,,,1.449,1.449,-0.688,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,36.287,,,,,,,,24.52,,21.624,20.236,4.244,0.0,,3.119,,1.3,2.138,0.1,-0.139,,0.0,0.0,,3.25,,0.0,0.0,0.0,2.572,1.38,0.516,1.757,5.45,1.944,,,,,,,,,12.121,,,2.209,,1.66,16.696,,0.31,,21.169,2.572,3.281,0.0,,12.121,,,,,,,,,197.243,12.121,,,,,,,,,197.243,0.0,15.146,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,,,200.268,,,,0.0,0.516,1.757,5.45,1.944,,-12.807,-0.686,,,1.105,-0.35,-0.35,-0.42,-0.42,,,,,,0.0,0.0,,0.233,,,,,,,,,0.441,,,,,,0.096,,,59.31,,,,,,,,,,,,,-5.326,,,,,,,,0.0,,,,,,,,,,,,,,,,,,7.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.427,-8.566,,-8.427,-8.427,,,157.727,,,,,,,,,,0.0,,0.0,0.626,,,,,,,,,2.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,-59.834,,0.0,0.0,,,,,,,,,,,10.038,4.804,,,16.712,,,,,,,,,,,,,,0.892,,,,,,175.331,,38.773,,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,-8.427,-8.566,0.0,,,,,,,,,,,0.195,0.195,0.829,,,,,,,,-0.397,,-12.807,-0.686,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.319,-13.482,0.163,,,,,,,,,,,,,,,,,,,346.158,,,,,,,,148.915,293.69,346.158,0.0,17.21,,,,,,,,,,,,,0.0,,,,14.889,3.25,14.889,3.25,11.639,14.889,,,,,,,,,,,,,,,,,,,,,,,23.402,0.0,0.0,-1.309,0.377,0.35,15.757,-0.208,15.38,,,23.61,,44.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.049,,,,,,,,136.558,,,,,,0.0,,,,0.0,,,,,0.459,0.99,,,,,57.864,,,,,,,,,,,,,,,136.558,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,-0.396,0.0,,,,0.0,-4.496,0.0,-4.496,0.0,0.0,,,0.004,0.017,,,,,0.0,0.0,0.0,0.0,-0.417,-4.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.819,,,,,,,5.234,,,,,,,12.121,,,0.0,0.0,0.0,,,,,0.707,,,,,,,,,,,,44.735,,,,,1.446,-0.44,,,0.392,,8.448,,,,,,,,,,,11.0,1895262.0,A,GBR,213111.0,1381.0,9938100.0,0.0,0.0,4.875,6.375,3.5,2.0,9938100.0,0.0,0.0,,4.875,6.375,3.5,2.0,1.0,1.0,1.0,,,,"1 Ashley Road, 3rd Floor",,,,WA14 2DT,"Noble Corporation plc, together with its subsidiaries, operates as an offshore drilling contractor for the oil and gas industry worldwide. The company provides contract drilling services to the oil and gas industry through its fleet of mobile offshore drilling units.",Altrincham,Noble Corporation Plc,,,98-1575532,,12,1010.0,101010.0,10.0,10101010.0,B,,USA,213111.0,44 28 1276 6100,,,3.0,1381.0,395.0,935.0,D,,0.0,www.noblecorp.com,,
11925,19891231,1989.0,INDL,C,D,STD,NE,G65431127,NOBLE CORP PLC,,DS,,,2.0,2.0,,,USD,USD,1.0,,Y,12.0,1.0,,,12.0,7.0,53.0,,,3.0,,,,0.0,,,,3.04,,,1.754,,,,,,,,,,,,42.949,,,,,,0.0,,,,,2.88,,,,,,,0.521,2.88,8.443,6.779,,,,,0.0,,,0.0,,,0.0,,,,,,,176.554,,,,,,,,,,,,,,,,,5.0205,,,,,,98.548,,10.473,10.028,,,,,,115.406,115.406,115.406,,,,,,,,,7.142,7.142,5.693,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,83.032,,,,,,,,29.45,,22.987,22.509,3.072,0.0,,2.558,,0.5,2.274,0.1,-0.776,,0.0,0.0,,3.25,,0.0,0.0,0.0,2.444,1.87,2.603,2.203,2.18,5.322,,,,,,,,,14.155,,,2.447,-0.252,4.642,19.473,,3.341,,20.047,15.704,0.0,0.0,,14.155,,,,,,,,,204.84,14.155,,,,,,,,,204.84,-0.019,6.539,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,,,197.243,,,,0.0,2.603,2.203,2.18,5.322,,-9.832,4.323,,,1.77,-0.26,,-0.34,-0.5,0.0,0.0,,,0.0,0.0,0.0,,-0.196,,,,,,,,,-0.038,,,,,,0.271,,,3.875,,,,,,,,,,,,,0.976,,,,,,,,0.0,,,,,,,,,,,,,,,,,,23.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.531,-11.307,,-10.531,-10.531,,,151.117,,,,,,,,,,0.0,,0.0,2.577,,,,,,,,,4.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,4.376,,0.0,0.0,,,,,,,,,,,13.483,2.922,,,24.373,,,,,,,,,,,,,,1.064,,,,,,176.554,,45.484,,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,-6.883,-7.659,0.0,,,,,,,,,,,0.051,0.051,0.577,,,,,,,,-2.362,,-9.832,4.323,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.735,-9.767,0.032,,,,,,,,,,,,,,,,,,,335.565,,,,,,,,130.725,346.158,335.565,-0.116,20.505,,,,,,,,,,,,,0.0,,,,15.664,3.25,15.664,3.25,12.414,15.664,,,,,,,,,,,,,,,,,,,,,,,14.584,0.0,0.0,-12.133,3.172,0.716,28.489,-1.367,25.317,,,15.951,,106.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.143,,,,,,,,131.07,,,,,,0.0,,,,2.715,,,,,14.849,-2.129,,,,,2.555,,,,,,,,,,,,,,,131.07,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.796,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.796,,,,,0.0,0.0,0.206,0.0,0.0,0.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.576,,,,,,,10.561,,,,,,,14.155,,,3.648,3.648,0.0,,,,,2.669,,,,,,,,,,,,101.82,,,,,1.286,-0.395,,,0.988,,18.788,,,,,,,,,,,11.0,1895262.0,A,GBR,213111.0,1381.0,8558000.0,0.0,0.0,9.25,9.375,4.5,2.0,8558000.0,0.0,0.0,,9.25,9.375,4.5,2.0,1.0,1.0,1.0,,,,"1 Ashley Road, 3rd Floor",,,,WA14 2DT,"Noble Corporation plc, together with its subsidiaries, operates as an offshore drilling contractor for the oil and gas industry worldwide. The company provides contract drilling services to the oil and gas industry through its fleet of mobile offshore drilling units.",Altrincham,Noble Corporation Plc,,,98-1575532,,12,1010.0,101010.0,10.0,10101010.0,B,,USA,213111.0,44 28 1276 6100,,,3.0,1381.0,395.0,935.0,D,,0.0,www.noblecorp.com,,
