Ticker,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CUZ,3738254904.6854615,2234838838.6777873,2472558343.972224,1948813909.9635878,2597776192.9210434,3261875760.539943,3711830487.146888,3162999234.3688836,4145378110.691219,4662283675.72498,4068999561.9103928,5476210754.287089,4668087263.388082,5755642836.910392,
TOMZ,1102136000.0,370002784.9845886,11021360.04692316,4723439.894422887,23617200.93846321,66128157.935380936,42510961.68923378,85021923.37846756,42510961.68923378,15744800.234615803,18893759.57769156,17319279.90615368,89942173.37846756,32473649.530768394,
XENE,,,,,,,1018888667.5950723,414777967.0175627,397237597.2731375,145739773.90078363,325528477.6822091,676335700.3728473,793443434.1374565,1611649708.479238,
KNTE,,,,,,,,,,,,,1738230772.6898859,774294847.7551675,
KFS,517232497.0671576,168759496.68294817,136936273.16995114,50145677.175029196,91853381.81507666,94023150.45109396,133802176.96838312,110175846.97293724,150678122.0383466,121747927.2053154,69191390.88100994,44841809.46348679,113309943.17450526,132114577.86305541,
HRTX,856253948.2904565,2568762039.2969494,917414986.259542,468900983.2558202,1121284983.206107,917414986.259542,1025466127.4148489,2721664537.006873,1335348518.885116,1845023511.2515283,2644193914.836109,2395472464.1221375,2157963925.4564123,930666547.7266035,
RDNT,179012938.85372245,109010865.32205327,150691489.5487029,113820176.44763337,135194848.67806032,89239286.18323466,456349413.2844357,330238794.8896785,344666702.7858148,539710687.2183391,543451239.8888087,1084764962.867397,1045756196.5576172,1608979060.1763015,
SDC,,,,,,,,,,,,3392081676.65514,4634033736.445584,912058561.2584782,
BTRS,,,,,,,,,,,,1612086771.0151432,2634544940.7352524,1277256228.1906614,
FSP,640568447.6631273,673259363.0294585,695386032.2898328,513869472.7436765,683622482.7815527,700943174.0986569,766160144.6870186,687671202.1212726,921645171.597677,815695203.3028617,498831739.31850386,718312220.361844,392128113.856227,604417232.2072204,
DORM,199692139.70221782,237058766.29798952,548245679.4767911,558684125.2425927,1117585152.6276684,1772197869.440248,1526480916.6951027,1501181899.5589397,2310434866.1560183,1933479209.2391138,2846774511.983595,2394554294.1660085,2745578443.4389424,3573805883.9997954,
BTRS,,,,,,,,,,,,1612086771.0151432,2634544940.7352524,1277256228.1906614,
GOLD,52968889957.7033,57297506693.1744,78134960417.79066,67175171735.318016,52981558738.82777,27289806827.19526,16843431274.873446,11726625795.715883,25521807662.077484,23276859261.475853,22109629444.171497,30612404239.70036,38003299200.71339,32905365386.339607,
LDOS,3542731783.639363,3444524082.4032154,2884379546.2685213,2235121715.011073,2123420228.3536005,3918152711.8191895,3791743531.7265515,5119990438.103253,6498940154.198508,8392927351.291896,6989949483.758846,13198639012.177486,14380512702.872519,12338986563.65859,
DORM,199692139.70221782,237058766.29798952,548245679.4767911,558684125.2425927,1117585152.6276684,1772197869.440248,1526480916.6951027,1501181899.5589397,2310434866.1560183,1933479209.2391138,2846774511.983595,2394554294.1660085,2745578443.4389424,3573805883.9997954,
LAAB,,,,,,,,,,,403311838.07554835,67926203.62252742,26685294.02206962,6064839.673706484,
SGOO,,,1141886278.4768517,342565876.453292,713678968.3590528,428207381.01543146,57094315.696283296,16652509.114007749,71367892.40480292,11418863.582366494,14273578.924070705,4757859.82598596,45199664.74659807,380628.75838450855,
VIVO,753857115.9600852,659652291.8276652,736142071.0835146,620441830.5864576,701913151.8363402,942739248.4155188,609077726.8159533,792832372.5295653,714223966.85963,585553400.4275397,749619448.1624852,425119082.13159096,813252354.1248859,887659028.3496766,
AIRT,9731810.130295914,16247969.987817587,17179344.669782624,15374994.914620336,15790450.044705825,22997162.121089675,49125935.5843262,47012578.27058717,44188363.95613382,47435246.43531951,47070211.09076038,58069274.04256295,71758060.98668364,72478523.45742683,
SGOO,,,1141886278.4768517,342565876.453292,713678968.3590528,428207381.01543146,57094315.696283296,16652509.114007749,71367892.40480292,11418863.582366494,14273578.924070705,4757859.82598596,45199664.74659807,380628.75838450855,
SWAV,,,,,,,,,,,,1550573531.8459413,3661782680.345522,6295851372.980869,
ELS,1264973736.2246916,1708956283.0867586,1936623134.3288903,2364690852.25864,2448810262.666674,2710287425.624768,3971143652.8207717,5271109641.659429,5833966306.317037,7372802164.959976,8240098544.950375,12178676938.60007,11225810982.804384,15830126089.796045,
BLIN,7130970000.0,15280650000.0,18336780000.0,7640325000.0,18464118750.0,13497907500.0,5857582500.0,2725049250.0,1629936000.0,1237732650.0,117151650.0,15688133.611392973,26282717.22278595,23022845.902848244,
AEI,,,,,,,,,,,,,431427736.31814367,40256971.27679083,
SMGI,,,,,,,,,,,14916484.949042948,7616928.333685386,3173720.257265869,8251672.243262212,
AMTI,,,,,,,,,,,,,1184324993.094638,538084582.8731397,
ELS,1268362481.042018,1713533455.2769072,1941809509.2215846,2371024456.643553,2455369140.568931,2717547018.1175504,3981780419.662285,5285229119.548071,5849591698.224345,7392373787.898742,8261970236.797745,12397663133.433784,11427475835.530952,16114187404.970758,
CTKB,,,,,,,,,,,,,,2182408249.841316,
CNCE,,,,,,,461668556.3480409,657496426.24412,356649364.5683807,896649115.1506819,434980525.7484777,319736689.6395758,438099913.24609905,109178380.61884917,
SKYW,829147163.9501594,762965886.3414292,712309046.3160574,580772450.2169801,582662916.9397435,701347875.5110528,638995241.045049,924061402.501634,1783851452.7551317,2619200685.157133,2210531814.820233,3239275307.6961293,2030813949.8420055,1979930140.4212964,
MYFW,,,,,,,,,,,109725744.70389238,154328175.40933093,183375984.91667765,284481098.6617728,
WAT,2236980493.461742,3781809101.1266026,4743130828.416149,4519738212.03251,5317482636.30567,6103630014.536805,6880011826.893088,8214265385.324435,8202668339.282411,11791602974.098057,11514497649.887672,14261131156.429234,15101601270.20616,22742125806.700146,
RAMP,552235070.873971,914490441.9644359,1167796751.634875,831416833.7708507,1188905578.304755,2518083049.647534,1380247301.267429,1424507794.5600004,1824895204.0232487,1876645980.598836,2630436779.3835993,3273235611.856878,4983734635.823131,3265064511.8002186,
CCCS,,,,,,,,,,,,,8011059478.042186,6876109047.298159,
NWL,2785253704.342102,4399196875.634993,5397931663.216946,4885877232.976342,6890540963.3040905,10261090084.420033,12307872463.31006,14509460014.23692,14941372213.175097,10556051663.216751,6594602881.2941885,7216323044.429636,8423430310.972149,8991990483.023516,
QTNT,,,,,,,1841273986.0139859,1636687987.5679874,495098131.8479892,506350326.6430049,626033143.5382504,972806446.023732,532946529.85399413,264938859.2076894,
SANM,181542582.7380241,710076129.9737595,739045679.4558649,599348071.4468454,712651199.6745133,1075092674.4685035,1514786240.2851052,1324874619.6251268,2359409961.655386,2124434529.140461,1548905867.7742136,2204261874.0473394,2052976237.5041628,2669062231.308655,
ARI,,1184798529.083864,1076790447.1207097,911125267.576807,1154486757.7986925,1214533020.9685416,1315289288.9512873,1459765499.476196,1533278102.1070151,1832136194.7371063,1737889829.307419,2005027706.318849,1423034146.4501073,1715701594.582463,
ENVA,,,,,,,810738149.3483528,240744798.75722015,457087323.64505255,553603755.1100218,708758467.288592,876296461.8046782,902155621.0241748,1491816420.197929,
QTNT,,,,,,,1841273986.0139859,1636687987.5679874,495098131.8479892,506350326.6430049,626033143.5382504,972806446.023732,532946529.85399413,264938859.2076894,
AMCR,,,,,9210738228.071808,10234152693.21343,12851368022.609043,11309857848.087767,12985025616.486702,14966759853.738035,12298466683.843086,15137165536.563828,17168410926.003986,18227379638.744682,
BYOC,10093679732.608795,280380004.1779872,213088793.14809936,1121519.9716680218,2243039.943335202,5607600.26634642,2243039.943335202,3364560.1598076276,2243039.943335202,308417998.328804,761848514.020442,12336719.9331518,10093679.826613009,5607600.26634642,
OMTK,21384193.901647694,6480058.95314657,3240029.4765732842,39744360.72098432,33912308.306888394,57240520.53821606,25488229.736589868,9288084.284931421,4104037.1224141642,1512013.7020895332,1512013.7020895332,1080009.7987020942,648005.8550811566,1728015.6135497522,
KINS,3830056.121705414,19868421.481551547,27927492.475996803,29173926.152266465,40857381.0895284,62881016.864239916,72276032.5685724,81904504.0257937,128542798.01765871,179153553.86606854,172342122.4918448,78007503.018565,68994905.26304203,52425980.175257765,
TAP-A,6458563474.428324,6236765808.957838,7299141861.949406,6513075589.019345,6539687196.706845,8677083522.888395,16284505180.504961,15353647200.636906,16325126136.589287,14252790197.855656,10736527672.067957,11721755099.440725,11359691210.931797,10633140191.492064,
BYOC,10093679732.608795,280380004.1779872,213088793.14809936,1121519.9716680218,2243039.943335202,5607600.26634642,2243039.943335202,3364560.1598076276,2243039.943335202,308417998.328804,761848514.020442,12336719.9331518,10093679.826613009,5607600.26634642,
DTSS,,,,,,,,,,,97164769.57597733,73173463.85600567,47982600.0,37426426.6272068,
PSHG,,,,898942596444.8218,1164878895057.725,928219756879.4568,455579627896.4347,195171870352.29205,85560890780.13583,20239039.005998444,3240240.346879425,4187387.338764599,23228077.205275845,18856928.682855114,
FKWL,5217435.121900773,13217502.493101738,28753865.654669747,17391450.867052022,23188601.156069364,19130595.67732756,16811736.39100962,25507461.824535634,33043755.541680176,23768315.632111765,26319062.090994995,27710379.597793426,272466063.58381504,50667092.19914916,
RGNX,,,,,,,,709968702.94832,793368590.0832593,1422075833.1658292,1794167888.3087006,1752254093.8567348,1940010846.9283674,1398552806.9016652,
OSI,,,,,,,,,,,,,,278300001.0142844,
PSHG,,,,898942675862.4789,1164878736222.411,928219836297.1139,455579588187.60614,195171890206.7063,85560890780.13583,20239039.005998444,3240240.346879425,4187387.338764599,23228077.205275845,18856928.682855114,
PKBK,45114309.36404813,49807595.688205846,64532825.91012279,35234915.959578484,35280098.355890095,69573471.93358392,90986422.76790988,100230826.69365668,165600001.92778558,189596904.88376743,176890218.7055428,246688159.2114258,174430195.60438588,245693687.09708923,
LMST,486495153.85589606,515780258.30841064,387702165.96832275,109367385.52074432,26399024.403715134,38090021.62446976,18102188.83576393,53929436.62919998,92924565.61107635,108009724.4846344,103785882.9000473,135766408.11195374,94734780.32588959,140744505.827713,
MWA,1061297958.6585578,668183820.3534515,545663572.0987017,327259095.84470034,766845556.1713489,1293605867.4895084,1425065246.7282841,1207153842.433956,1888389840.3762608,1801638643.862431,1331502514.452399,1788658491.8021579,1886448516.7834997,2227061504.632726,
VNDA,27856099.528746467,626762239.3967955,527037405.2091349,265190080.26517677,206135139.16928852,691388381.8024803,797798673.5012851,518680596.6030283,888609564.3407537,846825415.0476339,1455759714.6167521,914237178.0324521,732058314.7427227,874124379.834295,
CHTH,,,,,,,,,,,,,,810658202.2735028,
LMST,486495095.8557129,515780316.30859375,387702194.9684143,109367385.52074432,26399024.403715134,38090021.62446976,18102188.83576393,53929436.62919998,92924565.61107635,108009724.4846344,103785882.9000473,135766422.6119995,94734787.57591248,140744505.827713,
EMX,74504499.52215637,216063049.2486555,349106800.6610849,224577841.21870482,219256096.23742402,108563699.12245584,80890599.84371379,45767051.24715816,110692397.11496815,88341049.16152738,120271550.76931453,174553400.33054245,356557243.63487804,241607450.53488523,
LHDX,,,,,,,,,,,,,,337723776.133303,
MORF,,,,,,,,,,,,634261050.3601074,1240061651.800537,1751240647.479248,
PH,4253429427.2304134,5502948311.826676,8956837825.211727,8054241380.8156185,9161249733.388052,14101937098.453197,14381466429.051949,11063834852.760588,16327267696.164925,23660529091.56352,17983072884.85428,25311553403.21361,34115840462.422424,40360156121.49494,
EXFY,,,,,,,,,,,,,,3567365688.888889,
LHDX,,,,,,,,,,,,,,337723776.133303,
SMIT,14851474.089873949,13328245.652173912,11119565.234632077,12185824.777856227,11424210.55900621,9748659.45911911,11233807.231272377,10167547.688048225,6207154.385568414,10434112.346875593,10738757.671249727,14699150.519772196,20335095.37609645,20906304.45138327,
SRPT,344824522.64996433,762793653.5958304,1107618176.2457948,391846044.69118667,2246583923.1284018,1773756502.0466132,1260002749.1812563,3359426915.928337,2388519361.213594,4844958597.211951,9502701729.09153,11236402439.144094,14845740958.194448,7841275004.502353,
USNU,389608.76047138416,779217.5209427691,1714278.5112403552,467530.4951487923,779217.5209427691,779217.5209427691,3740243.9611903434,1090904.5177086308,1714278.5112403552,2649339.5595941697,1636356.7185067176,1558435.0418855383,2103887.3587960824,1792200.303973992,
DOOO,,,,,,2225945245.4062686,1648346512.9576492,1144840320.9345036,1696944832.5349963,2976493868.1407943,2090489374.3578496,3709582847.26012,5378145543.891824,7157960447.707725,
FTS,,,10138461076.895643,9769711027.077417,10573941276.35214,9165304458.123678,11122934997.190691,9521048259.68437,11506402882.03757,14319924611.62004,13721054890.030636,17859449830.22559,18323307957.226864,22653693125.06019,
USNU,389608.76047138416,779217.5209427691,1714278.5112403552,467530.4951487923,779217.5209427691,779217.5209427691,3740243.9611903434,1090904.5177086308,1714278.5112403552,2649339.5595941697,1636356.7185067176,1558435.0418855383,2103887.3587960824,1792200.303973992,
ADPT,,,,,,,,,,,,4222669733.847676,8345135870.188088,3960164110.109636,
SMIH,,,,,,,,,,,,,,250290006.87599182,
SHEN,372784942.2600912,275738588.39388025,258054335.4910482,148123394.75651044,221664079.2044271,377414876.44368494,466870852.43359375,649611682.4078777,832007139.9915365,1037219428.2408855,1366801324.5494792,1295530339.013021,1356456830.5813804,1274117632.0,
SIGI,1034747565.1306617,768791275.1622305,876097544.507495,883424740.1334587,988882596.818837,1419244347.3571234,1456918892.9252446,1835224865.9917996,2392777728.200501,3305740718.451578,3474771539.70784,3761162258.9774127,3929774511.123113,4873594416.20478,
RPRX,,,,,,,,,,,,,21332213322.768066,17116012881.007364,
FTCV,,,,,,,,,,,,,,339132074.5442382,
INQD,,,,,,,,894023980.9798651,1075560437.432455,813810103.2308241,117837319.2284694,3228419.811819055,8691899.7379871,26075698.057538092,
IPSC,,,,,,,,,,,,,,866612602.8952802,
ENPH,,,,,492428818.9884061,855342111.2201065,1927892498.822328,473541124.6007499,136261120.40746573,325137935.621916,638133770.506936,3525250490.605549,23673009099.005733,24680801916.22277,
SLQT,,,,,,,,,,,,,3402128473.2085214,1485459537.1016445,
FTPA,,,,,,,,,,,,,,337052472.27195597,
IPSC,,,,,,,,,,,,,,866612602.8952802,
HBI,848407599.9034458,1604321885.1586237,1690160970.966085,1454603068.3517456,2383526054.6135798,4723243964.846802,7605661343.832737,8127854291.635472,6059557716.759576,6042657221.027967,3743870760.8791776,4601281851.111857,4749275417.305161,5624344974.584283,
GLW,6055226447.412605,12447686187.87331,12600503925.52516,8578290708.047488,8558652758.728647,12412610689.435991,16286938241.576134,13302571397.495203,18122416278.209396,24398774548.06707,23597526031.800053,23355900065.304348,29796172421.647766,31560617222.728386,
FWBI,,,,,,,,,21041760600.000004,16145333668.737795,5371419900.000001,4616757600.000001,4306014300.000001,641462932.4211121,
COOP,,,,,757235810.3004731,2542148822.426943,1848016008.258592,2334810427.0335407,1397280403.4777153,766250513.7989911,876680757.0302043,939783753.1623263,2331054354.3076963,3125851465.0065756,
AQB,,,,,,,,,,250010449.40613073,145602673.9029237,154125766.25718835,622185115.3090327,149153955.3280983,
RSPI,177107853782.6585,32078049708.942123,53052159468.214775,27759849874.17368,8019512427.235531,8050356463.510367,13910769697.451078,5737035640.66256,2657419692.3076925,1081949409.9493759,616901000.0,94898353.79433632,2752327.4592642533,1110421.7698767432,
AVAH,,,,,,,,,,,,,,1362813699.785471,
PLDGP,9015377360.8875,14643768366.768751,19325345805.15,21380669212.8375,27416497781.737503,25000571413.7625,30669129074.70001,34054708043.550003,39428852188.05,45472057502.2125,37776245401.425,48342471883.762505,49683467332.65,46795846379.2125,
AVA,787617130.4080592,919273492.5083739,1006639191.7318976,1205475387.132578,1182355941.4635804,1445447434.0538647,1886356769.2657826,1964894395.8771105,2299995090.3893147,3056245722.325045,2595848298.3770823,3044488726.7641773,2645593960.451356,2917449140.3712654,
OESX,168102223.42245537,136408273.41862506,103782149.28624226,91663878.2067985,51580349.93360364,211293009.90321735,170898753.21637428,67427328.63964951,67427328.63964951,27343800.366454653,17711325.11108549,104092873.99575976,306685577.2159643,112482448.56099358,
GDEN,203534310.4273867,127082373.98496057,144296715.8217649,93666292.13454522,151891284.91697374,199990190.19089538,170118228.57697138,258974620.4854041,351876639.6030213,948701333.251077,465488363.94132876,558469774.0124637,577937765.9252539,1468235068.0167022,
FRPT,,,,,,,740241897.084951,368385330.22053355,440413552.65173453,822249997.2830273,1395438455.0143385,2563944617.877835,6161017252.268498,4133812734.9375486,
SMLR,,,,,,,13245111.473472446,17299736.71135996,9798679.537918989,54061678.431372546,232465227.5663488,324370070.58823526,635224721.5686274,619344113.8408586,
ANY,,,,,,78034730830.93286,66184545535.120766,19098968854.420563,3781974030.5783296,1240487501.2658067,192250343.5487555,49039596.41616043,90137044.42257631,196662642.37653014,
PME,,,,759173787.6537044,798167107.8529171,252262182.29861376,222260519.52631882,113703262.22589074,146434531.9954756,259533710.10677063,219149533.46298963,107426243.90243903,159850252.15622506,48986366.6048143,
CDRE,,,,,,,,,,,,,,865093961.2860384,
WOLF,1844321255.9295304,6551001128.542818,7657361775.275119,2561363655.8812704,3948962807.4625287,7265719467.744789,3744425511.5120683,3099435866.459773,3066895912.6342173,4316199650.874427,4971648400.549466,5363291151.412479,12307097005.77661,12989573975.714037,
RPHM,,,,,,,,,,,,,,208824357.59966588,
LNTH,,,,,,,,228794237.44889387,582139190.1532601,1384272831.9433658,1059357872.0601261,1388334231.8229039,913146185.3010193,1955581407.2352345,
JACK,413961508.4082362,368611285.071107,395971333.8546743,391661223.7727754,535957407.1544955,937363452.4300185,1512836855.2619174,1470392423.1886916,2172853393.199682,1940445562.640625,1563665356.8489141,1602718229.5186706,1935201350.8870497,1838252290.678893,
EZGO,,,,,,,,,,,,,,19969872.738539755,
VLGEA,241586894.09485412,237099469.79365185,305941343.2357898,266730180.2910851,329134685.5183435,319894460.2620452,293993260.340528,293225188.9227793,353307273.7594824,272123221.1571493,329764268.1782036,300282703.68976694,297391063.97570574,325516354.4943517,
SCPH,,,,,,,,,,330728008.26434374,102856682.56618528,154832130.08152094,144710597.93391407,137324613.25267133,
HPE,,,,,,,,9648145990.35212,14923440509.936644,16284489862.570036,15370586790.687164,19020973884.98822,14848273465.582788,20397550794.841797,
JUPW,,,,,,,,,,,,,120739894.1421783,21111689.75205352,
ICFI,448413982.4731167,489112588.1395317,469401971.4544603,452246531.3809735,427791013.5789156,633473838.4195658,747904089.5824705,648986562.0953579,1007425775.2060411,958149539.5068494,1191880984.504541,1697691972.5749147,1388661408.9991574,1927351854.1309154,
APAM,,,,,,2373942162.9726477,1928277381.9407656,1435052790.0649009,1280863352.4145122,1860280383.5188658,1129102867.6663392,1842894593.6796818,2977004385.718427,3058716565.5301085,
GME,278368878.4375555,281967390.7014185,294048018.1268997,310112816.0712391,334632788.0737608,677355261.3713892,480166990.5241024,413065876.40322363,392105042.6059624,299352502.9520475,232982002.4308329,116053208.28458321,359612251.5174506,2832423638.5876346,
HE,1353280402.8403993,1374152755.750282,1583042246.220765,1935616025.8604426,1927403856.882174,2091927244.1386652,2822751279.3500743,2541152777.5952525,3023473010.103799,3429286301.2450337,3599620421.4512644,4748365005.15559,3708687482.7789254,4497395550.215066,
LEG,1206491735.127219,1729488948.2455478,2025422973.6474226,2153631905.970502,2670663395.592845,3153964716.877232,4496182162.860936,4559547225.796912,5451131922.529256,5482571759.802443,4262676258.341106,6271684556.699943,5703999939.382702,5489797127.2245865,
LEG,1206491735.127219,1729488948.2455478,2025422973.6474226,2153631905.970502,2670663395.592845,3153964716.877232,4496182162.860936,4559547225.796912,5451131922.529256,5482571759.802443,4262676258.341106,6271684556.699943,5703999939.382702,5489797127.2245865,
SCTC,,,,,,,,,,,,,,56973920.0,
ZENV,,,,,,,,,,,,,,266796760.53660917,
RCAR,44549726.33986111,52411445.81548904,63767258.207743466,39308581.7583122,29699818.427675597,86478882.99225233,70755449.24760562,139763852.036898,186934158.47744727,425406208.3015721,126660993.18633032,279527704.073796,244586733.25465778,24458673.846126694,
EVR,351007973.2085303,876880209.6773595,1002417138.6429062,805414276.2602154,942248053.7645549,1903676607.1543512,1700167667.3811445,1794811966.6470916,2336277020.062989,3117082367.449916,2527091145.6407638,2713954142.773531,4116484026.297478,5198571066.958148,
EHTH,350433933.0934778,433556456.58447695,374447098.1578827,387905034.1277089,725144918.2701378,1226782715.7600777,657591401.7335318,263353204.98342448,281033232.59108216,458361282.70521367,1013830673.080551,2535368494.7516165,1863263608.9731498,672896496.5034965,
SLGL,,,,,,,,,,,139176991.59237146,396492584.76409596,226336004.43474293,171081354.53814268,
MLVF,63346733.98496131,66955497.531454824,53188872.756135486,41841913.9617477,84988869.40745027,83845524.25708362,92153854.6419957,133847941.92509522,161212073.27752632,199704799.9549681,150388377.74643862,175999378.89907932,118145965.99861783,119441761.045946,
EOSS,,,,,,,,,,252090993560.08588,315113741950.10736,270097493100.092,585211235050.1993,1260454967.8004293,
DCGO,,,,,,,,,,,,,1016200712.5684125,935645228.9521121,
RGBPP,,,,,,,,,2424485.9544076007,1866425.0278118975,156779.694409807,111985.5009734153,129903.17834797125,1866425.0278118975,
DCGO,,,,,,,,,,,,,1016200712.5684125,935645228.9521121,
GTLL,28248249.3686019,47457058.30785412,1129929.9714555675,1129929.9714555675,1129929.9714555675,1129929.9714555675,1129929.9714555675,1129929.9714555675,1129929.9714555675,1129929.9714555675,1129929.9714555675,1129929.9714555675,8474475.073662398,20338739.65062565,
VNOM,,,,,,,897632480.3361913,727951887.429826,877754767.291396,1369221954.528978,1637532032.525432,1648308857.6787312,812787090.651494,1578749953.5133233,
BANC,403315633.8642279,233111120.65042144,593725499.862776,474695465.3243964,591537101.5312202,671442293.0372313,598418877.2090807,791676326.1006503,965828865.7449801,1178817513.4535418,781805856.6797572,1030474665.1549203,900929467.1618667,1216934353.551825,
RGBP,,,,,,,638959953.5975485,707419951.0547466,374476185.4107832,232763977.7526935,12779198.561884174,912799.9067649532,4563999.8659009235,66862596.04300386,
GSHD,,,,,,,,,,,942254018.5991846,1545194583.6948214,4596273251.10258,4857694507.85566,
MSBI,,,,,,,,,667709720.8818121,614345323.2985897,434965570.4173396,585340169.0887312,384371981.02245027,545784082.3330982,
VIHD,,,,,,,,,,,159995952.71602955,90320298.66666667,354958776.71323943,119351823.23809524,
XDSL,6231464469.178082,10211561130.136988,3578066695.2054796,1246292893.8356166,884465924.6575344,643247945.2054795,201014982.87671235,120608989.7260274,40202996.57534247,40202996.57534247,4020299.717441375,72847831.25146203,3859487.7047808706,16952799.732766226,
JSDA,21709086.488754936,29171586.106536098,80730671.0664157,25101132.137167513,20352269.846842922,32563629.7331324,23744313.473439228,25983062.550047066,30528402.748448104,24761927.976689506,15942610.706088195,19673859.50407064,15671247.57988742,49523855.95337902,
MS,22294643666.232742,41981121215.891815,38879068615.33424,21809583978.934944,27906783632.206467,46142214867.93588,57713717502.714516,48052550661.46733,65386650957.34158,82784031068.62077,63942848503.507355,84835516890.12102,117148054565.10733,171801936813.95798,
ACIW,623099837.8483495,672085709.7675198,1052999532.2880616,1122363491.9442673,1712152797.8591812,2547263545.8820176,2371306287.6696553,2515912417.4318385,2133822907.9734716,2665221294.945322,3253051309.4966564,4454575778.513415,4518061527.71985,4079540390.6819997,
GRNF,,,,,28732060.52121518,749532.006515182,749532.006515182,499688.0237339058,249844.0118669404,749532.006515182,999376.0474678116,129918875.23460388,16739548.416972147,2498439.9441554938,
NMRD,,,,,,,,,,,209771999.99999997,81577999.99999999,87871159.55543517,106284478.66630553,
PAR,149099087.42799038,155277968.82866588,153397435.25103873,105846917.6232618,131637030.18172593,146412607.22849816,165217904.57450873,180799428.24314603,149905021.23976845,251184950.7060849,584307214.4344206,825820856.9184726,1686834507.093632,1417650205.6634018,
RRGB,264503644.80094913,281319974.00474554,337426803.20854187,435338751.9905091,554624712.388611,1155769362.388611,1209675933.1848147,970318214.37912,886393703.9810182,886393703.9810182,419936853.20854187,518948931.1943055,302222518.80569464,259788796.79145816,
BTDG,40820180001.48774,3401681428.8902287,134706605.35275927,14967399.66545242,14967399.66545242,14967399.66545242,1496740.0710912587,14967399.66545242,74837001.11515813,20205990.524124224,7483699.832726135,5986960.284365335,7034677.8985205805,4340545.944799631,
SEM,,1114363787.784257,767043222.3472575,889812055.6772628,1145077376.5254486,1461887251.2208545,1869790012.2440543,1557961500.9208765,1733248485.7288408,2308818042.8172145,2007952292.073839,3053133874.7353334,3618238321.4446845,3886321077.3677382,
HONE,,,,,,,,,551465156.6263969,546332655.7605547,453091174.2715232,562501495.4496714,561376850.9439673,775315556.4281094,
ICVX,,,,,,,,,,,,,,893276337.9710498,
RUTH,40998959.03672692,62092631.525254644,137554512.8349103,147655658.3294034,215987297.63252386,426182530.0393669,457279101.9871554,492736168.1016076,576327867.9181654,694545927.9490079,741021408.0041531,725944928.8147119,596020208.9667816,668968053.7611122,
TCFC,70471363.11334516,53208340.99491883,75221266.52267994,71780870.58432691,78655432.63913488,104686265.693157,103388584.50984508,109510779.54617026,154263461.35635638,206136321.81914613,159142290.9571716,196761209.717837,149579956.6009239,225057224.57788512,
COGT,,,,,,,,,,,701377627.7286407,114770886.61040717,447526719.75054216,341921583.0663715,
SUIC,,,,,,,,78398420.95689113,435546799.069601,405393571.9146224,167517999.64215425,67007199.856861696,13401440.171069356,12396332.133277027,
CHTR,,,6981591244.71502,10208829222.034159,13669145360.927061,24519836002.80099,29873465334.606506,32828182963.590656,51621466764.67895,60234602404.64677,51092556129.78526,86970475261.30411,118609958027.80457,116892347195.82066,
PRFT,157445561.7768885,277670727.10671663,411730007.4951282,329713397.54110026,388014350.26790696,771417344.5558728,613642375.5277332,563905445.9083335,576092618.9481819,628135289.3825655,733208804.8863261,1517472105.5720425,1569514838.8314395,4258605592.3795633,
MCOA,,,,,,52975522.516202115,2648775.9330859585,187400904.34845513,536377141.578793,389370076.61797076,134425387.9994154,480090636.1855565,27149954.133210257,7946328.377430052,
PLLTL,,,,,,,,,,,316154024.551062,442615629.66042465,916846631.1540526,1644000842.8664062,
CNS,269028314.22509575,565922208.0997736,722821605.8936507,837840831.0685543,952313045.1735744,1311560149.1930413,1445512142.6701024,1087107783.6204913,1240860602.172396,1825525694.0316432,1451814045.2313888,2816021823.881398,3476504141.121816,4464254998.858102,
AER,737088810.3645858,2218612940.982147,3457705631.5515223,2764695238.2939053,3359753723.27813,9391147788.151014,9506241689.05985,10569020944.73712,10189457125.0259,12883137171.437653,9697247793.425077,15052774158.283104,11161631040.702108,16020049427.634676,
JUGG,,,,,,,,,,,,,,339135005.3032776,
ACNB,61699305.19288817,68879805.79833984,88088552.40271252,81817775.49834736,100712614.25169362,117492303.42042041,147224610.57589874,149932317.15029502,226877524.35884234,220695939.06060153,301209407.55722797,298256996.232299,204806698.22215092,265691263.46742517,
VPG,,,256715727.18806547,217745072.70301968,180137046.41666603,202892634.55454808,233823874.93082803,154247448.50791857,257533285.91447446,342696411.2823379,411916998.54174834,463287402.0011772,428949623.61532104,505800819.6305696,
KAII,,,,,,,,,,,,,,285187503.91959804,
WHD,,,,,,,,,,,1567125127.1011107,1967896463.007579,1518246731.3318965,2244474732.396724,
GT,1495731588.5219197,3532632496.105255,2968914690.145455,3550170118.7166944,3459975634.599329,5989836780.98589,7239351951.567414,8351772944.174399,7974094507.138657,8457852289.252587,5465579497.753049,4325236195.591429,3068906635.8768163,5997166769.51721,
AVXL,790588195.7322286,653755676.3721759,1109864267.5630407,370968329.5348176,240217197.88520777,76018098.53181078,56253393.63850506,423420821.8715575,301031673.085831,244778279.44732592,118588229.35983431,196886868.67270416,410497739.321429,1318153840.14104,
GRYN,,,,1588320000000.0,9000480000.0,7941600000.0,308840000.0,34854800.946712494,441199.9901384079,926519.987508653,14336794.422864914,90445997.89619446,30883999.474048615,27354400.210380554,
EWCZ,,,,,,,,,,,,,,1034079118.1542494,
