Ticker,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CYAN,9043488.164532691,32767158.079060514,20936294.67973241,43049479.0249222,28679006.947064485,30537256.119057983,42925595.74678931,32519391.522794712,26634931.38106647,24219204.503864594,18706392.719729878,14184648.637463538,18830275.997862782,20069110.255996943,
ANIK,43887869.924992755,110152781.82640064,96293453.75703426,141480637.83978087,143501780.9580603,550908266.6633054,588155235.8042364,550908266.6633054,706825690.2336711,778287858.7660944,485220839.95912576,748548031.9730724,653409521.0744851,517270552.46904135,
MNDY,,,,,,,,,,,,,,13497238512.320326,
MOFG,110911892.09833144,102013774.91283417,178973085.7675552,175829820.2842712,251278308.13293454,340188950.5714416,368728956.5425872,397103481.0184478,501801369.37637323,456041710.38093555,346033958.1127166,518515748.6434936,364555195.3777313,496249822.869873,
GOOD,97137718.82959622,174254693.97895643,268204862.70171925,272223338.38422656,303115750.04773194,328679451.0553277,341936159.33183765,318265456.3282398,479790777.44281375,539310905.4051722,497132389.24339366,649969950.9636031,587604337.1823514,902031302.0922216,
MSEX,202133263.93519077,216604429.12476727,235218520.40343928,249105343.13944894,271748075.0774646,301828270.5084803,344750734.1979126,410382208.36631167,679730489.6562716,646254687.0523329,882402325.1392313,1068801210.293299,1237406342.9477074,2085116490.7294319,
PEB-PE,,,,,,,,,,,,,,,
DMAC,,,,,611803110.110726,406899322.5151961,26439201.652892563,50234482.51013618,58060489.452048376,132196008.26446281,76938079.07921223,128230125.49509017,268093513.8375101,98618222.66957702,
BIVI,,,,,,,,,,,,,432348760.38208,112330799.99999999,
QURT,,,,,,,,,,,31318995.708154503,30536021.56215369,7986343.756238789,5305438.077558006,
ADGO,7032669503.631592,6251261555.185318,1015829824.8839378,1133040847.7854729,156281399.15317297,58605527.32877428,54698489.70361048,23442209.8729759,195351754.23413515,664195951.6936541,121871080.29261227,71036.99820545444,284147.9928217822,71036.99820545444,
BMY,33052706055.011696,37952937151.225914,41268108729.46783,57542502713.74363,55353014560.987114,94076848693.54451,107416873184.16243,128101005010.70721,110818796021.64825,119361646491.26277,103969125563.59836,132808205982.00822,133351956151.94873,137192288042.17688,
BMY,32337995659.84269,37132261178.8159,40375761678.645836,56298226917.269,54156087653.45805,92042565321.61282,105094178178.59978,125331027269.35234,108422495169.94757,116780640942.94928,101720950867.69417,129936443370.47903,130468424056.22166,134225717578.44391,
HLIO,330826908.3449572,473159859.8819664,700938036.383144,661738482.9543456,750170851.1480172,1189873106.2345495,1192900821.2907672,973800287.9917716,1241794909.1977222,2023498629.0298007,1045091692.8504571,1468666878.5686164,1708972479.4956868,3390219909.199965,
HLIO,332889088.08559656,476109212.2934406,705307186.4289575,665863027.8362035,754846900.9523458,1197289623.7979596,1200336249.7132401,979870117.5491798,1249534888.9713757,2036111183.2215724,1051605556.7946821,1477821217.5596237,1719624484.364233,3407623585.155461,
FEMY,,,,,,,,,,,,,,46018831.12530709,
IRWD,,,1418574180.5770347,1640612027.689693,1518628177.765187,1591270093.1361127,2099763968.9390194,1588529056.630081,2095652024.007947,2054533979.3165114,1419944776.8644557,2178181678.8220005,1863973650.4468405,1908159071.5255423,
AGIO,,,,,,1300688574.7674294,6084724194.800943,3525707607.6145372,2266293607.5403776,3104816746.097488,2504164887.92807,2593230791.927627,2353187329.0590887,1785120279.8071578,
FEMY,,,,,,,,,,,,,,46018831.12530709,
MNIZ,,,,,,,2184.873949579832,588.4594042428065,640.8963550706537,2.9131654044742183,17.47899174857188,2.9131654044742183,15585.433895848379,1310.9243350202628,
URBN,1466300798.3761444,3424957874.7756867,3505222644.0634866,2697680270.6980944,3852710419.404198,3631492593.105665,3438661561.2300744,2226858757.171717,2787733467.4670534,3431809718.0028806,3249745601.6289854,2718235987.078401,2505827913.541765,2873871405.262784,
VASO,3502559.806271559,10507679.418814695,42030717.67525882,38528158.52138989,31523040.21365197,59543518.66382454,29771759.33191226,35025599.36752093,22766638.41456389,8756399.841880223,5253839.709407347,5253839.709407347,15761520.106825978,8756399.841880223,
AFAQ,,,,,,,,,,,,,,272160007.47680664,
EDR,,,,,,,,,,,,,,9214797738.800047,
EDR,,,,,,,,,,,,,,9214797738.800047,
REPX,1329872739.4913623,965230324.357813,1351322498.6644583,1522918938.0534856,1286973666.7803724,836532957.6797757,557688650.8319393,257394714.78794107,150146921.60166565,171596532.22969428,203770836.76293677,105102848.83479263,265974585.03453934,357785426.28190035,
REPX,1414455192.0825567,1026620584.1364788,1437268743.5185366,1619779086.0922515,1368827495.0303276,889737790.0699259,593158576.2283063,273765495.29243886,159696531.18386707,182510342.57371482,216731003.95408624,111787581.11277364,282891008.7074979,376162307.9202886,
MPVDF,176952347.21493605,449667141.7512499,1363574048.326659,801490032.8849921,828553374.8745614,1032568988.4339769,870189138.2168008,593310812.7333167,1051305167.6690862,572492880.6321372,304587373.95796514,188251908.12053546,97298742.35754192,126911405.8158188,
OCFC,642176085.5949702,468550058.90020585,556171353.1018764,585377308.3088126,637580143.7883811,819189805.199452,844343631.193987,1016467457.7699071,1568331719.9189434,1400955882.7934437,1229448974.0895877,1434763276.8704991,1088888719.5967395,1319203893.996226,
SLDB,,,,,,,,,,,44338993979.07693,7362258328.615385,12540655423.157154,2895270129.230769,
PFSI,,,,,,984054106.6330789,970036293.5097324,861257505.229837,933589574.0676981,1253196929.2440004,1214412969.3709152,1951774213.9032247,3812385805.372883,4105572289.457467,
BTEGF,4391101652.796446,11255049097.346704,20176869542.50029,25232017141.023552,20541549310.873356,19717187208.893566,8934331487.30721,1828008024.5097818,2753296093.379375,1692600017.7121773,992992005.0105134,818090035.4640384,304668015.2946106,1743377969.8178675,
LYV,1289548394.2829146,1911856719.1796312,2565617308.0694804,1866924760.4376702,2091584768.399954,4439281808.755326,5865872945.016819,5519896327.072522,5975956297.497744,9563776470.393633,11064505392.142483,16056451043.307604,16508018139.23735,26889556901.492104,
BTEGF,4391099231.512699,11255051249.598925,20176867390.24807,25232006379.762455,20541553615.377796,19717187208.893566,8934330949.244156,1828008024.5097818,2753296093.379375,1692600017.7121773,992992005.0105134,818090035.4640384,304668015.2946106,1743377969.8178675,
BRX,,,,,,3940226804.6067867,4978165484.710798,5369685943.115128,5271543982.557115,4241262703.525644,3565571265.0833755,5594065694.664425,4506386762.246549,7223201280.921684,
AL,,,,2462564598.4878645,2233030019.9125237,3239861507.302176,3588931893.1266565,3519705439.6496406,3634388155.304565,5132044133.518003,3257620448.2882104,5193608955.0722475,4987476705.105512,5041644703.69504,
EVLV,,,,,,,,,,,,,1443011522.914917,642940189.8191528,
XRX,2478038878.3183517,2695579422.8531313,3734252874.627416,2630753539.428025,2306374036.367737,4214168294.1484694,4896280490.189665,3892011985.248808,3356319060.404901,4396271372.31661,3104721714.5347013,5969459672.237387,3963109254.422377,4041511280.089107,
USAC,,,,,,841094380.776277,561895149.6983176,435450707.54607064,758550905.3517007,819577094.2371656,727037659.3771254,1148066359.6222756,1032269443.0802737,1506043381.2488313,
GLDG,,,,,159423991.39404297,67679998.20709227,73696001.43432616,51136000.537872314,237632006.45446777,156415994.26269528,85727998.92425537,153407997.13134766,327872010.0402832,180480007.17163086,
KIM,5733868396.813326,4620901389.844646,6421059709.188135,6035459452.580689,7474884189.384183,7960800028.828728,10755217621.926739,11884335518.858467,11725145772.626835,9075542701.916882,7872042001.333089,11788039801.912767,8965743574.686676,15194950804.5645,
GKIT,,,,,,,30930901.22908353,36086049.38545823,3505502.190507939,9279270.368725052,3093089.9308640463,3608605.015363543,2783781.07220865,3093089.9308640463,
USAC,,,,,,841094565.9723758,561895057.1002682,435450753.84509534,758550812.7536513,819577186.835215,727037751.9751748,1148066359.6222756,1032269257.884175,1506043473.8468807,
UI,,,,1083829477.8293028,731823579.820923,2770561175.982535,1796395219.2544036,1920639921.801899,3503091362.778513,4304318179.765124,6055812300.517341,11605865478.759653,17234014088.76676,19100693005.580105,
EFSH,,,,,,,,,,,52948101.06859208,28880781.77125454,31191244.959545135,39905082.8915596,
CRYO,,,42408939.76786173,30897941.77928355,23021995.97715636,8481788.13412733,26657048.16360735,10299314.227352826,13934366.41380382,51496572.03953909,35744676.82418495,19386943.790705368,19386943.790705368,42408939.76786173,
ACBM,,,,,,,,,,,,,,279195305.72605133,
AACI,,,,,,,,,,,,,,202746016.9752911,
CHMI-PB,,,,,,,,,,,,243573288.18259034,235094129.85477686,285202611.33385974,
INKT,,,,,,,,,,,,,,149429625.2780914,
ARLO,,,,,,,,,,,841308000.3110654,354900488.5634759,656692343.7815375,884300714.9803306,
ENB,18551041191.98011,27377369505.984173,34547573784.98381,47313496959.722565,56377329194.495544,58452934576.158035,70715492501.17943,47205782863.4854,62456445674.63946,60762594847.95436,49884012152.41384,66869025332.05207,57776654059.475075,75588916753.8805,
CSGKF,46159737594.90893,83303898335.78943,70602783061.81874,42418388139.15137,47780167186.87797,57406106721.8602,47978130305.97601,43036206301.02933,29824730922.802505,38920109289.406845,23903617210.006298,30360054553.719273,30129571924.22986,22729591390.836052,
FAF,,,1186084095.367013,1022693873.4383487,1980751451.269732,2366132019.493272,2928277291.0410657,3186904334.762504,3354562754.290962,5297321353.328124,4349878002.942134,5856119105.123969,5355558021.925407,8364551804.617493,
AXSM,,,,,,,,349402100.2677882,254418992.4858466,211073530.9122156,106290598.78900553,3895814402.758835,3070743056.0580716,1423992477.8585522,
ABLZF,17652424949.74423,25669801342.45933,30258033200.270893,26355052825.028812,29204199437.667683,40002203186.85053,32204863888.405006,27760127128.60041,33915800168.698517,45393762026.569115,33437184136.14722,43596656842.03777,53549176685.54452,77447978585.04005,
GLP-PA,,,,,,,,,,,385667626.7393831,481130935.19835657,497715952.81384736,567948289.4103158,
MOBQ,4749067.029902974,3083809.8360655736,1418552.5503234782,3700571.9503262,1850285.9751630998,2898781.2385492637,2035314.5726794098,925142.9875815496,370057.17205644574,123352.39068548172,863466.757774548,493409.56274192804,43173337.70491803,13137030.6074674,
THMG,17039567.89588938,13266520.343260244,18256680.536180828,6085560.027590427,5477004.160854244,2921068.7951070224,2981924.2910987292,3042780.01379521,5051014.55538842,12171120.055180853,5477004.160854244,4746736.848725106,9736895.681417046,8824061.654608,
FLWS,248642247.43870372,172487432.1831717,175091013.4885138,143197111.46093532,238878817.5436707,352134697.43746555,536338245.49467677,473852263.1293283,696458650.9589046,696458650.9589046,796045713.4810846,943799123.263506,1692329462.403528,1521143882.947302,
GAHC,46148636332.43561,15690535472.812653,17259589203.472137,17303433101.997375,5768580000.0,9229728366.75644,1845945558.7399008,1153716045.844555,25381751.862466287,789141750.1431702,32304046.848155517,41533777.07734692,46148640.40113975,32304046.848155517,
QSAM,,,,,515615784727.2727,90232762327.27272,14179434079.999998,20256334400.0,1605774816.2387025,3682969890.9090905,909693591.1533757,346199155.69603926,751325843.6960394,265173825.12074694,
STM,3957350835.7340407,5689155462.199149,6598736138.889696,3934498591.8853,5145533535.8100605,5959531974.380285,5838223404.059559,5475980655.509617,9726520053.255985,18975832527.31434,12210316715.024462,23974021709.887512,33301174004.771084,44087592148.67196,
THMG,17039567.89588938,13266520.343260244,18256680.536180828,6085560.027590427,5477004.160854244,2921068.7951070224,2981924.2910987292,3042780.01379521,5051014.55538842,12171120.055180853,5477004.160854244,4746736.848725106,9736895.681417046,8824061.654608,
HMC,25617146161.523605,41325966775.063995,49211370386.27714,39035920207.34955,48457632972.659584,56097611271.71435,41011114106.59696,45384334517.04152,43155010726.58083,51863870132.33922,41610340337.08071,46286507566.127945,47648355635.95883,48774398555.757385,
SRG-PA,,,,,,,,,,1684425625.081857,1656940832.437052,2125827797.5296078,1522854297.7454467,2326563529.4777565,
ATMS,29632395.0,28859375.508527756,22159878.98294449,25767300.0,14172015.0,4638113.877131939,4638113.877131939,3092076.122868061,3865095.0,8245536.122868061,3092076.122868061,267979.9255290627,2051077.0898294447,4895786.9385659695,
STM,3957352132.315252,5689157190.974097,6598738299.858382,3934498591.8853,5145533103.616323,5959532838.767759,5838222107.478348,5475980655.509617,9726522646.418406,18975837713.63918,12210314986.249512,23974021709.887512,33301177462.32098,44087595606.221855,
LITE,,,,,,,,1592046029.9811943,2794395104.8533173,3535470103.403273,3037322872.703792,5733390209.423699,6854040207.230948,7647170742.330661,
CUE,,,,,,,,,,,149276223.94208908,504204287.5,397328866.2694931,359215792.327404,
EQC-PD,582221280.1294416,1188635047.8233309,1532808889.4482934,1573594460.0043035,1923511410.6368668,1834099274.7926188,2301105931.9497175,2544255741.8819,2787888166.016401,3056287898.120839,3119733974.58939,3706491509.7801776,4154117739.251409,4347972400.466685,
MODD,,,,,,,,,,,,,,,
AERI,,,,,,850540650.7466567,1382365440.7085736,1153155135.0713618,1792481290.3120573,2829610605.3841105,1709605665.8865812,1144630770.6780937,639799831.4039464,332449646.7920655,
DGLY,1302815704.166683,864327574.6292677,737840629.65083,252973940.2182797,183406100.37557724,484339648.3486341,807408444.3628304,333082350.4322846,221352178.84296817,139662695.63861898,141243781.19431433,53756959.15504667,123324786.43239807,56392108.030547805,
CNOB,261920977.56764093,294716622.8544406,273322788.9696879,331741370.5260741,399368372.43008,659897613.9904951,679166869.3854111,678471341.2901853,958693477.3986521,963181174.5308802,698926725.8857237,989216268.6036378,777597237.9841633,1295387841.8713105,
SRG,,,,,,,,1626413615.8001544,1763977600.0112011,1710692271.6918838,1402643098.947252,1748742496.987563,640507465.4852066,578987342.2000564,
ALCO,252292951.47843254,179316889.97332612,150776119.648035,123449965.4826355,234994513.5536849,251498146.38065645,326133214.04145783,253599860.81563938,179505184.7284778,196591496.3939484,198136850.1352172,242729245.25959787,213320910.44335675,267297772.42804217,
AFG,960917808.6301559,1073809695.513265,1418400936.0040584,1652581741.9451263,1815919554.6252513,2745550488.206205,2983708120.5620737,3647908173.153137,4589155451.469745,5929119653.474897,5156066655.581003,6553301363.67361,5493122307.422349,10647170867.158281,
VLYPP,,,,,,,,,,,2396839979.382509,2974781065.102237,3182445465.8756485,3573030664.5026293,
CNOB,261920977.56764093,294716622.8544406,273322788.9696879,331741370.5260741,399368372.43008,659897613.9904951,679166869.3854111,678471341.2901853,958693477.3986521,963181174.5308802,698926725.8857237,989216268.6036378,777597237.9841633,1295387841.8713105,
EQC,776919182.3306165,1703574312.086496,1774383181.916322,1259293639.7546055,1320975391.9384232,2038140474.1287048,2269428970.9181643,2451548850.032411,2673452524.766412,2697322756.0166693,2876445423.310227,3504209444.39473,3298288285.8140507,3131439266.6494904,
MKTX,274506646.297043,470310597.18577397,716777207.1910294,1053040778.6099764,1251351159.7044415,2398609445.5811243,2598104818.4414644,4079039610.5334587,5412830599.520162,7484963281.365553,7906609723.496796,14284276314.239716,21608988208.222286,15639158386.932034,
JNPR,4685160780.825702,7136104647.723466,9878702776.08814,5461112589.7541275,5263112346.9821615,6039063535.677081,6025132470.935118,7562479208.444079,7871993713.903228,8050583749.155502,7802169686.680211,7360643441.6810055,6967416020.135177,11380286229.500828,
RUN,,,,,,,,2436448853.7798266,1099196497.1099348,1221329474.1358182,2254284436.892194,2858739030.1144567,14362005795.151505,7100271076.936188,
RMED,,,,,,,,,,,69858238692.4342,9929535814.144737,2611555791.118421,548321269.7368422,
SITOQ,564080000.0000001,189736002.44522098,189736002.44522098,94868001.22261049,166660000.00000003,137815000.00000003,52510722.49412537,53331198.04382325,94611601.46713258,172300794.62051395,23075999.388694767,7117663.753032685,414085.9890729166,1564040.0175750253,
BRO,2505619270.5208745,2189012193.1025887,2962752348.513708,2840329320.20694,3239491892.8811607,4042315072.5968146,4294813174.5021176,4248447328.5075383,6024582657.624975,6997795688.664653,7578732179.762577,10964252354.360237,13273715578.247469,19819084964.402344,
FLEX,1204794893.0909066,3440254217.347084,3694390627.8359957,2663726196.670725,2922568945.033025,3656740822.491052,5261565458.398338,5275684023.197422,6762852680.785949,8466507943.518442,3581441211.8011646,5939262403.42841,8461801605.645054,8626519840.644993,
ALLE,,,,,,3691098838.250474,4659922320.157593,5575132325.185202,5452296592.3829155,6832951232.206307,6913249295.433888,10915310405.538183,10324816929.455482,11879325816.878508,
SMG,1133185282.5646834,1519555676.6736236,1994188274.433776,1875810188.0781302,1820898729.5191226,2648970205.3970532,2827161457.533649,3010684347.0363507,4600327240.007703,5265342935.207778,3106549746.7362905,5500016810.822603,10750450045.599028,8812019451.428215,
GBIO,,,,,,,,,,,,,1613392738.134634,402921351.29449075,
BBQ,27447203.83402743,57260560.77026049,105529795.80148402,97484913.28746858,86979264.37606104,173201362.16153103,248633871.06191897,65684016.57075993,46849540.16725669,61992826.93942573,48172049.47147945,41245348.87695091,51215598.93655623,166240794.25106183,
NXGL,,,,,,,,,,,,,,14524778.935000053,
ESTC,,,,,,,,,,,6620041974.786988,5955074135.293506,13533669847.067926,11399844770.07122,
YAYO,,,,,,,,,,,,47558275.988123134,22813668.906486753,18236631.216361225,
ESTC,,,,,,,,,,,6620041974.786988,5955074135.293506,13533669847.067926,11399844770.07122,
CODA,18240095.430517197,3632819.137084484,3040016.012942791,1292006.8297684186,12144864.038038254,35720187.585830696,9120047.715258598,15200079.74114418,26706540.61384201,51810556.61907196,63188905.8637619,90874762.75749207,68291787.58583069,86857600.0,
AHCO,,,,,,,,,,,1299673426.869895,1451720624.908002,4965995531.7333145,3233978746.4988875,
SEED,116308156.07454899,671052444.657661,607197002.6258205,134552577.4046633,79249184.0833017,72407528.8031388,83810289.41583028,81529739.46819597,134552577.4046633,48461732.60393873,29476136.618788235,30559399.203229524,86603964.4609973,40878897.231479704,
CDR-PB,,,,,101983489.4440035,103270332.23881252,126959754.18063188,128027844.1327024,135451595.78109372,151127633.3161352,148714995.3676005,173999174.42370903,163965931.1390161,210016874.6276487,
PLBC,39914010.920876384,15965603.536719836,12453171.008130688,12666046.294854779,17349287.356221654,33102012.834115006,42521724.866939336,46193818.01872514,101968814.71817827,126250868.18782786,125250183.57871741,148329699.03163466,134556563.74953604,196438848.5267058,
ALTU,,,,,,,,,,,,,,371249971.709154,
AXLA,,,,,,,,,,,,156055576.23731953,201977157.9482188,81335691.35296208,
BSFC,,,,,,,,,,,,,54558277.042161494,40058554.13174986,
JKSM,368231764.7058823,11783416.20720835,14729270.807718525,14729270.807718525,14729270.807718525,14729270.807718525,8101098.779632759,10310489.455661347,3682317.701929627,11046953.380142933,110469529.41176468,16202197.559265526,13992806.88323694,5891708.103604171,
BAFN,,,,,,,,,,,,,,88128214.71594863,
DOW,,,,,,,,,,,,35972117115.97403,38807266365.90397,41450808469.987236,
PFBX,76773141.99874878,90056332.00561525,68210806.03851317,47003552.83721924,44349556.00296021,61309512.52075195,58928812.40386963,42599142.00027466,76441788.82492065,61575305.5003357,54550924.67971802,52080212.213134766,64337804.7114563,80114566.65344238,
BKI,,,,,,,,5134548921.3839245,5870718005.104601,6856936881.343931,6998268960.620982,10014389532.199154,13721638551.898575,12873646076.236269,
EMYB,,,,,36975503.247485586,51347721.21943097,69608365.35824564,74421813.75979428,89759045.1926781,111514852.32764706,105233784.28544684,131870791.09631975,105952323.03584738,148775897.72856718,
HCTI,,,,,,,,,,,,,,63555069.427085996,
CTV,,,,,,,,,,,,,,790964311.343193,
NGD,973686901.8853759,2478475912.592884,6645583729.954722,6863471508.196911,7510326336.871004,3567915615.4998217,2927869942.234996,1579687853.30866,2383149847.272727,2240160830.4620914,517483960.34279555,599191958.3532159,1491170943.3977714,1021349934.5454544,
GDS,,,,,,,,,1742575083.549849,4565141405.517001,4678611297.710849,10451397908.530184,18973804944.429333,9555795003.38006,
HRMY,,,,,,,,,,,,,2113744771.7344787,2493224674.1983905,
FWRD,563523146.3438807,589477602.4829477,675514022.5413237,770223181.0364839,850155637.3992839,1077194744.8946993,1248781575.586456,1076499050.0660722,1199280291.885974,1471191664.4091458,1419822134.1526155,1831623699.4112618,2038081449.2529788,3241030670.096961,
ICCT,19865150601.451893,13621818075.840313,1191909020.9041421,283787838.6225783,14189392766.192337,1844620932.0680454,964878734.8231083,56757533.562830314,113515067.12566064,159205.00032593322,47761.500097776785,143284489.6919562,15920499.513644924,17528469.877932668,
YGYI,,,73386190.74219207,214043054.30632055,125707823.35918884,163080423.87153792,163080423.87153792,205209523.9213446,186829005.6364018,140317113.01857492,194337490.26304746,110758783.1542492,9920725.245499093,2911664.8788662693,
CTIB,12040447.710514069,13072485.52429676,34967295.33684254,25783965.673685074,30375629.101753235,34378620.898246765,22134179.943859577,30081293.28596592,34437486.93859577,23959073.51052761,18190056.994736195,4944869.845613837,10125210.168421268,7005232.836842537,
IBM,45404797962.85138,72031086102.2959,82303609965.17738,104864625463.14523,111077709821.73938,110880449944.40807,97145579629.62723,86049249939.16661,107743008550.11684,103446407227.70126,80110965836.08653,98997993894.02747,97847019505.42911,114141337754.34044,
SMTC,726202795.7620171,1096070028.428172,1458849173.469823,1599321422.9886878,1865445486.9055886,1628962416.1337945,1776522630.3737164,1219144311.7251344,2032981075.5650394,2203738701.0042796,2955716070.3563457,3408706960.3838525,4645248869.620547,5730364882.482947,
GHST,,,3071434.5270051407,466010.7667056412,148276.1584229478,26477.884023557293,3177346.2801025463,95320.38051205176,26477.884023557293,5295.577174603058,5295.577174603058,10591.154349206647,31773.461814647057,603695.76954641,
KMT,1371325064.5619485,1639993918.4884539,2538655035.2057714,2380359747.2285995,2647655279.28565,3501665407.2053447,2448076257.549972,1344230515.3324356,2264775120.37987,3581366575.8484464,2511407646.4838166,2850183401.24866,2880923603.1313925,2915563286.093727,
TCOM,3792863147.6512785,11451897346.31534,12892548078.515625,7458235214.5603695,7222376563.205967,15815283308.259943,14502124264.727272,29533338186.329544,25498240465.454544,28111809140.48295,17249559334.44176,21380275213.892044,21501390980.690342,15694167541.461647,
LCHD,,,,,,,,,,,,162108992.0,163730080.37400818,165351168.74801636,
AUDC,53607521.53873444,77946575.5534172,181464519.12403107,120154785.0394249,99204714.62488174,219667584.07115936,139872478.45172882,120154785.0394249,195636622.33829498,226753667.178154,310668246.08802795,819760868.1106567,887273011.779785,1131033313.0645752,
BWAY,,,,,,,,,,,,164303100.0,127061063.35716248,129757316.78581238,
RSKIA,8382763.1498026075,12381557.381500695,15489713.90331672,18888226.298407916,23688448.89855344,31424644.703326568,30375002.811166774,28556935.197761446,32330279.115960505,34735850.19180523,36405021.04461776,44135257.301398,47932041.00824155,72180357.37986706,
GS-PD,25407897138.404835,45977824094.93172,45430439111.71465,38039122476.23623,48557202174.1831,44895643526.23828,50490405724.66676,55084253270.51663,61798781481.53857,66872092179.24646,54217831966.22098,74998534883.8733,85979258027.55692,89305566428.46193,
BLFS,17491698.032020923,64136226.531134844,34983396.064041846,29152830.467093002,198239260.08444598,349833955.675721,68300917.66172618,90373779.16445096,67051511.81195804,249881408.25910932,501012212.4385917,673846876.9816904,1661294870.4900606,1552180033.3672726,
TOI,,,,,,,,,,,,,805573042.7983602,727253428.5714285,
CIM-PA,,,,,,,,,2191346058.445648,2444597622.419914,2554394921.9433646,2915636358.4497304,2890979077.051603,3303951220.913944,
BALY,,,,,,,,,,,,1388876843.5453932,2730673674.9944615,2069071167.9761984,
KROS,,,,,,,,,,,,,1650544317.9461086,1369057896.5017443,
WSO,899344909.9042331,1198747765.3663504,1601566606.1336355,1725936032.4020462,2179306483.9715676,2832736097.662106,3223168882.8151093,3611770859.4372206,4694073878.401467,5555995760.551802,4692831058.135425,6334928777.878673,8271747925.389863,11753227624.632786,
ALX,535335618.0493745,639336684.3340112,885453963.7415226,818396078.031943,1034045585.6323687,1068924333.4318957,1466500006.7459059,1332211072.50886,1542145973.3258414,1488540781.1860433,1204854339.9547462,1375045100.9621637,1234180889.3022764,1236637042.5567024,
ALX,565698884.3034513,675598630.5379806,935675545.0680875,864814155.9877708,1092695177.429677,1129552283.1476884,1549677386.9379952,1407772250.0942588,1629614549.4693766,1572968019.7369385,1273191697.8263702,1453035857.3101346,1304181763.605318,1306777179.6660283,
HBT,,,,,,,,,,,,518347624.6854583,432327662.56198496,544198266.2342283,
JANL,33589745.853658535,31190478.292682927,16794872.926829267,4798535.12195122,2879121.073170732,1919414.0487804879,3358974.5853658537,3646886.64692053,11977143.225071233,9597070.24390244,8733334.288050398,8541392.150973994,4414652.2206703285,23032968.585365854,
MSCI,1337145179.4403877,2394212202.9257097,2933286490.802923,2479289774.502066,2333227609.293181,3291665016.647476,3586216414.629929,5523123893.396115,6109900579.252378,9936339127.600672,11719778063.798803,20766744905.526043,36214072274.19021,50025542894.87149,
FDP,899479977.7687076,886641609.8712847,1003277506.611256,1035140726.9691749,1108617689.0972533,1213036414.6629589,1467971922.4204993,1723520918.6206908,2715960038.7261305,2160625222.0421114,1300627238.398125,1616908688.479843,1126386091.835218,1312253048.4290757,
FSTJ,,,,,4061685.21362382,3583839.866450624,2389226.735865977,2389226.735865977,2389226.735865977,2389226.735865977,477845.3175046521,636330.6676445086,711272.7539337677,4380248.936638178,
HWKZ,,,,,,,,,,,,,,278587491.85512996,
WHLRP,,,,,,,,17210781.54172287,18242804.747409046,19907937.266076267,7853287.79295685,11093525.54236588,13122459.968539508,6793396.602966304,
MYPS,,,,,,,,,,,,,1297882466.182457,497731622.1722127,
FSTJ,,,,,4061685.21362382,3583839.866450624,2389226.735865977,2389226.735865977,2389226.735865977,2389226.735865977,477845.3175046521,636330.6676445086,711272.7539337677,4380248.936638178,
GHLD,,,,,,,,,,,,,910344090.0273833,856628332.5982107,
DOMA,,,,,,,,,,,,,,1638675895.389557,
BBIO,,,,,,,,,,,,5159079322.27369,10466822874.216444,2455162526.193768,
BBIO,,,,,,,,,,,,5159079322.27369,10466822874.216444,2455162526.193768,
MRSN,,,,,,,,,,1181510924.354962,293400145.5683199,412054625.2793897,1913573087.9030075,447291391.6673467,
BCE,9474625626.721016,13568952505.831955,18400121042.033817,22818040467.07649,24772502627.122227,25947006578.379192,28893464905.983467,25531152169.43107,29930545032.419125,34871739298.39783,29927359046.16759,36433562454.210785,35723697676.35414,45947707830.958305,
QUMU,216014423.3405513,279320673.2982421,240177112.22231457,187914218.48762795,118783755.47954687,227609600.5787696,243079938.3525934,48189220.08279051,42321161.51196893,42143337.444189735,33785799.158507556,46411017.56103064,142078174.17417225,37697837.49912875,
GIW,,,,,,,,,,,,,,268944143.7507614,
GRAY,,,,,,,,,,,,,618694801.7593384,39014868.914937966,
MMI,,,,,,591048745.0951837,1318951092.4533405,1155916812.9042554,1059920970.9684635,1293563787.3662345,1361792283.278038,1477621900.5680282,1476828528.369022,2041299910.07859,
RADI,,,,,,,,,,,,,1184770015.4212682,1484420010.4260712,
FNHC,62628649.96299744,59256180.6785822,48388323.48358631,45040712.35785484,81696704.56476212,227032225.44460294,376202641.41922,463037580.62763214,296476170.552063,268020117.85268787,327621014.1384124,279671489.5673752,103285649.33109283,24600128.417646885,
NWYU,,,,624437500000.0,315340937500.0,421183093750.0,9054343750.0,749325000.0,299730000.0,197072471.66514397,624437500.0,91917201.66742802,5392642.347663638,3411926.56610161,
AZYO,,,,,,,,,,,,,184803719.55165863,85419182.58609772,
MDT,31188413942.136524,44459703880.06017,38328821550.51319,40562411649.248146,44878863303.79017,64123923876.882484,82172485919.72026,89259363789.15567,84406588927.37047,97823629627.1994,112109907323.90028,142758779555.3504,150893843213.1033,136127421222.64786,
ERKH,,,,,,,,,,,,14439059.546661375,15211520.226669312,16578179.773330688,
AKAM,2451823120.857912,4117243050.259548,7644683551.973893,5244853979.326975,6647056493.433952,7665806124.6258545,10229740217.598976,8551322211.050585,10834165990.316772,10567698900.782429,9924278276.81238,14035021358.780571,17058774129.771408,19016658542.624874,
PRAA,491954642.9431374,652014361.017165,1093232604.5732372,981583261.3689011,1553495059.4856596,2304510994.9957914,2526501178.2337937,1512934954.973206,1705268284.0220935,1447951676.2135265,1062848878.1205935,1583151913.6747742,1729691624.6397166,2189808755.010552,
